Index, Title, Author, ISBN, Language, Pages, Published, Genre, Rating, Score, Vote, Link, Author_Link, Image, Image_Small, Description 
83, The Wild Truth, Carine McCandless, null, English,427," January 1, 2014"," Nonfiction, Memoir, Biography, Biography Memoir, Audiobook, Adventure, Family", 3.81 avg rating - 11.163 ratings,193,2, https://www.goodreads.com/book/show/23533629-the-wild-truth, https://www.goodreads.com/author/show/7055520.Carine_McCandless, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1418960762i/23533629.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418960762i/23533629._SY75_.jpg," The spellbinding story of Chris McCandless, who gave away his savings, hitchhiked to Alaska, walked into the wilderness alone, and starved to death in 1992, fascinated not just New York Times bestselling author Jon Krakauer, but also the rest of the nation. Krakauer's book,Into the Wild, became an international bestseller, translated into thirty-one languages, and Sean Penn's inspirational film by the same name further skyrocketed Chris McCandless to global fame. But the real story of Chris’s life and his journey has not yet been told - until now. The missing pieces are finally revealed in The Wild Truth, written by Carine McCandless, Chris's beloved and trusted sister.   Featured in both the book and film, Carine has wrestled for more than twenty years with the legacy of her brother's journey to self-discovery, and now tells her own story while filling in the blanks of his. Carine was Chris's best friend, the person with whom he had the closest bond, and who witnessed firsthand the dysfunctional and violent family dynamic that made Chris willing to embrace the harsh wilderness of Alaska. Growing up in the same troubled household, Carine speaks candidly about the deeper reality of life in the McCandless family. In the many years since the tragedy of Chris's death, Carine has searched for some kind of redemption. In this touching and deeply personal memoir, she reveals how she has learned that real redemption can only come from speaking the truth. "
84, Trust No One, Jayne Ann Krentz,9.7804E+12, English,327," January 6, 2015"," Romance, Romantic Suspense, Mystery, Suspense, Contemporary, Fiction, Contemporary Romance", 3.88 avg rating - 7.641 ratings,191,2, https://www.goodreads.com/book/show/22459697-trust-no-one, https://www.goodreads.com/author/show/2387.Jayne_Ann_Krentz, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1405616824i/22459697.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405616824i/22459697._SY75_.jpg," Following up on the incredible success of River Road, New York Times–bestselling author Jayne Ann Krentz delivers another masterpiece of romantic suspense. It's no coincidence when Grace Elland finds a vodka bottle next to the lifeless body of her boss, motivational speaker Sprague Witherspoon. The bottle is a terrifying—and deliberate—reminder of the horrors of her past. Grace retreats to her hometown to regroup and tries to put everything she's learned about positive thinking into practice—a process that is seriously challenged on the world's worst blind date. Awkward doesn't begin to describe her evening with venture-capitalist Julius Arkwright. She has nothing in common with a man who lives to make money, but the intense ex-Marine does have some skills that Grace can use—and he's the perfect man to help her when it becomes clear she is being stalked. As Witherspoon’s financial empire continues to crumble around them, taking a deadly toll, Julius will help Grace step into her past to uncover a devious plan to destroy not only Grace, but everyone around her…"
85, Flesh and Blood (Kay Scarpetta #22), Patricia Cornwell,9.78006E+12, English,369," November 4, 2014"," Mystery, Fiction, Crime, Thriller, Mystery Thriller, Suspense, Audiobook", 3.74 avg rating - 19.789 ratings,188,2, https://www.goodreads.com/book/show/20768868-flesh-and-blood, https://www.goodreads.com/author/show/1025097.Patricia_Cornwell, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1403704254i/20768868.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403704254i/20768868._SY75_.jpg," It's a sunny morning in Cambridge, Massachusetts, and also Dr. Kay Scarpetta's birthday. She's about to head to Miami for a vacation with Benton Wesley, her FBI-profiler husband, when she notices seven pennies on a wall behind their home. Is this a kids' game? And if so, why are all of the coins dated 1981 and so shiny they could be newly minted?Her cell phone rings, and Detective Pete Marino tells her there's been a homicide five minutes away. A high school teacher was shot with uncanny precision as he unloaded groceries from his car. Yet no one heard or saw a thing. Looking for more clues that only she can discover and analyse, Scarpetta embarks on the unsettling pursuit of a serial sniper who leaves no incriminating evidence except tiny fragments of copper. . . "
86, No Fortunate Son (Pike Logan #7), Brad Taylor,9.78053E+12, English,405," December 30, 2014"," Thriller, Fiction, Action, Spy Thriller, Military Fiction, Suspense, Espionage", 4.37 avg rating - 5.239 ratings,100,1, https://www.goodreads.com/book/show/22522168-no-fortunate-son, https://www.goodreads.com/author/show/1279042.Brad_Taylor, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1407105170i/22522168.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407105170i/22522168._SY75_.jpg," In the latest military thriller from the retired Delta Force Operator and New York Times bestselling author, a hostage situation places America’s most powerful political elite at the mercy of its worst enemies.  When veteran operator Pike Logan and partner Jennifer Cahill receive a letter from Blaisdell Consulting—the umbrella cover company for their real employer, a top secret counterterrorist unit called the Taskforce—they expect orders for their next mission-impossible tasking. Instead, they learn that their latest actions have gotten them fired, despite having saved thousands of innocent lives. Pike’s shock and fury is redirected when their commander, Colonel Kurt Hale, asks him and Jennifer for help with a personal matter: His niece Kylie, an exchange student in England, has gone missing. Neither Pike nor Jennifer understands how critical her disappearance will become. Meanwhile, all Taskforce teams have been redirected to a developing situation. A terrorist organization has targeted military relatives of key members of the US government, including the vice president’s son. Their seizure of hostages was far-reaching and meticulously coordinated, and the full extent of the threat—and potential demands—has thrown the government into turmoil. They face a terrible choice: Cease counter-terrorist operations, or watch hostages die one by one. How much is a single life worth? Unless the Taskforce can decipher the web of lies devised by their enemies, the United States is about to find out. "
87, Hush Hush (Tess Monaghan #12), Laura Lippman,9.78006E+12, English,303," February 1, 2015"," Mystery, Fiction, Mystery Thriller, Crime, Audiobook, Suspense, Detective", 3.54 avg rating - 6.512 ratings,100,1, https://www.goodreads.com/book/show/22206617-hush-hush, https://www.goodreads.com/author/show/60459.Laura_Lippman, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1413403259i/22206617.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413403259i/22206617._SY75_.jpg," Tess Monaghan has encountered almost every possible criminal motive throughout her career: greed, revenge, jealousy, rage. But there are crimes that defy all attempts at understanding, where a search for motive seems pointless. Melisandre Harris Dawes committed such a crime. Found not guilty by reason of insanity, she fled the country, leaving her two daughters with their father. Twelve years later, she’s back in Baltimore, and Tess is asked to provide security detail while Melisandre films a documentary about her attempts to reconcile with her now teenaged children. Tess, juggling work with caring for her demanding toddler, is uneasy about the case. Still, Melisandre’s lawyer is family. And there is something about the woman herself—confident, beautiful, shrewdly intelligent—that draws Tess in. Is she a master manipulator or someone who was driven to temporary madness? Cold and calculating, or a mother concerned for her daughters’ well being? Someone is leaving Melisandre enigmatic, threatening notes. Soon Tess, insecure about her parenting abilities and receiving cryptic messages of her own, isn’t sure whether she should be protecting Melisandre from harm—or protecting everyone else from Melisandre. When Melisandre becomes the prime suspect in a murder, Tess must uncover the truth. Doing so will mean confronting her deepest beliefs about what separates good parents from bad, madness from sanity, and what lengths even the most rational person will go to, to protect what they cherish most. "
88, Escape From Purgatory, Sephor Rud,9.78146E+12, English,240," April 8, 2015", , 3.18 avg rating - 11 ratings,100,1, https://www.goodreads.com/book/show/25346822-escape-from-purgatory, https://www.goodreads.com/author/show/13818487.Sephor_Rud, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1429339544i/25346822.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429339544i/25346822._SY75_.jpg," Damien Ambrose finds himself in a dark haze about the bloody night that his family was killed by him. He remembers nothing about the murder, and finds himself remembering less about his family. Could he really have killed them, or is there some other explanation? We follow Damien as he goes through a psychiatric ward to the infamous Mansfield Asylum for the criminally insane. Delve deep inside the mind of an isolated life, where the battle of sanity is a constant war. Is he damned to spend the rest of his life behind walls, or can he escape from the prison of his body and mind?"
89, Faking Delinquency, Ashley Winters,9.78168E+12, English,190," January 5, 2014"," Romance, Contemporary, Young Adult, Teen, High School, Young Adult Romance, Fiction", 4.37 avg rating - 891 ratings,100,1, https://www.goodreads.com/book/show/23279538-faking-delinquency, https://www.goodreads.com/author/show/7182295.Ashley_Winters, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1555047768i/23279538.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1555047768i/23279538._SX50_.jpg," One girl. One camp for delinquents. One hell of a summer. Falice Winters has always been the goody-two shoes. Her twin Arabelle . . . not so much. So what happens when their dad plans to ship Arabelle off to a camp to clean up her act? Well, naturally, Arabelle would find a way out. Her solution? Falice! It was a simple plan: Falice would pretend to be Arabelle and go to the delinquent camp while Arabelle got to have the time of her life with her boyfriend in London. Falice thought her summer was going to consist of sitting on the couch reading novels all day or hanging out with her friends. Never did it cross her mind that she would be pretending to be her sister in a camp of delinquents. But now she’s stuck at a camp all summer where being rude is the new “in. ”And everything turns for the worse when someone figures out her secret. Will Falice survive the summer? Or will everyone learn that she’s faking delinquency?"
90, Ten Thousand Skies Above You (Firebird #2), Claudia Gray, null, English,424," November 3, 2015"," Young Adult, Science Fiction, Romance, Fantasy, Time Travel, Fiction, Audiobook", 4.06 avg rating - 22.195 ratings,100,1, https://www.goodreads.com/book/show/17234659-ten-thousand-skies-above-you, https://www.goodreads.com/author/show/1192311.Claudia_Gray, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1423065898i/17234659.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1423065898i/17234659._SY75_.jpg," Ever since she used the Firebird, her parents' invention, to cross into alternate dimensions, Marguerite has caught the attention of enemies who will do anything to force her into helping them dominate the multiverse—even hurting the people she loves. She resists until her boyfriend, Paul, is attacked and his consciousness scattered across multiple dimensions. Marguerite has no choice but to search for each splinter of Paul’s soul. The hunt sends her racing through a war-torn San Francisco, the criminal underworld of New York City, and a glittering Paris where another Marguerite hides a shocking secret. Each world brings Marguerite one step closer to rescuing Paul. But with each trial she faces, she begins to question the destiny she thought they shared. "
91, Zoo Story: Life in the Garden of Captives, Thomas   French, null, English,309," July 6, 2010"," Nonfiction, Animals, Science, Nature, Adult, Natural History, Africa", 3.99 avg rating - 3.084 ratings,99,1, https://www.goodreads.com/book/show/8800886-zoo-story, https://www.goodreads.com/author/show/28145.Thomas_French, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328348885i/8800886.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328348885i/8800886._SY75_.jpg," ""This story, told by a master teller of such things, does more than take you inside the cages, fences, and walls of a zoo. It takes you inside the human heart, and an elephant's, and a primate's, and on and on. Tom French did in this book what he always does. He took real life and wrote it down for us, with eloquence and feeling and aching detail. ""-Rick Bragg, Pulitzer Prize-winning journalist and bestselling author""An insightful and detailed look at the complex life of a zoo and its denizens, both animal and human. ""-Yann Martel, author of Life of Pi and Beatrice and VirgilWelcome to the savage and surprising world of Zoo Story , an unprecedented account of the secret life of a zoo and its inhabitants. Based on six years of research, the book follows a handful of unforgettable characters at Tampa's Lowry Park an alpha chimp with a weakness for blondes, a ferocious tiger who revels in Obsession perfume, and a brilliant but tyrannical CEO known as El Diablo Blanco. The sweeping narrative takes the reader from the African savannah to the forests of Panama and deep into the inner workings of a place some describe as a sanctuary and others condemn as a prison. Zoo Story shows us how these remarkable individuals live, how some die, and what their experiences reveal about the human desire to both exalt and control nature. "
92, Redeployment, Phil Klay,9.78159E+12, English,288," March 4, 2014"," Short Stories, Fiction, War, Military Fiction, Historical Fiction, Audiobook, Literary Fiction", 3.96 avg rating - 23.570 ratings,98,1, https://www.goodreads.com/book/show/18114068-redeployment, https://www.goodreads.com/author/show/7114556.Phil_Klay, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1417987993i/18114068.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417987993i/18114068._SY75_.jpg," Phil Klay's Redeployment takes readers to the frontlines of the wars in Iraq and Afghanistan, asking us to understand what happened there, and what happened to the soldiers who returned. Interwoven with themes of brutality and faith, guilt and fear, helplessness and survival, the characters in these stories struggle to make meaning out of chaos. In ""Redeployment"", a soldier who has had to shoot dogs because they were eating human corpses must learn what it is like to return to domestic life in suburbia, surrounded by people ""who have no idea where Fallujah is, where three members of your platoon died. "" In ""After Action Report"", a Lance Corporal seeks expiation for a killing he didn't commit, in order that his best friend will be unburdened. A Morturary Affairs Marine tells about his experiences collecting remains - of U. S. and Iraqi soldiers both. A chaplain sees his understanding of Christianity, and his ability to provide solace through religion, tested by the actions of a ferocious Colonel. And in the darkly comic ""Money as a Weapons System"", a young Foreign Service Officer is given the absurd task of helping Iraqis improve their lives by teaching them to play baseball. These stories reveal the intricate combination of monotony, bureaucracy, comradeship and violence that make up a soldier's daily life at war, and the isolation, remorse, and despair that can accompany a soldier's homecoming. Redeployment is poised to become a classic in the tradition of war writing. Across nations and continents, Klay sets in devastating relief the two worlds a soldier inhabits: one of extremes and one of loss. Written with a hard-eyed realism and stunning emotional depth, this work marks Phil Klay as one of the most talented new voices of his generation. "
93, Blueprints, Barbara Delinsky,9.78125E+12, English,416," June 5, 2015"," Fiction, Romance, Chick Lit, Contemporary, Womens Fiction, Family, Contemporary Romance", 3.76 avg rating - 7.753 ratings,98,1, https://www.goodreads.com/book/show/23245586-blueprints, https://www.goodreads.com/author/show/36492.Barbara_Delinsky, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1416591247i/23245586.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1416591247i/23245586._SY75_.jpg," New York Times Bestseller Returning to her beloved New England, the New York Times bestselling author of Sweet Salt Air explores the limits of love and asks what happens when the right man comes along at the wrong time?Caroline and Jamie McAfee are close. Not only do they enjoy their relationship as mother and daughter, they're in business together as the team that fronts the popular home renovation show Gut It! All is well with these two strong women, but when the network tells Caroline that Jamie is to replace her as host, Caroline feels betrayed by her daughter and old in the eyes of the world. Jamie is unsettled by the cast change and devastated by her mother's anger, but she has little time to brood when a tragic accident leaves her two-year-old half-brother in her care. Accustomed to a life of order and precision, Jamie suddenly finds herself out of her depth, grappling with a toddler who misses his parents and a fiancé who doesn't want the child. Amid such devastation, Caroline and Jamie find themselves revising the blueprints they've built their lives around. With loyalties shifting and decisions looming, mother and daughter need each other but the rift between them is proving difficult to mend. As the women try to remake themselves and rebuild their relationship with each other, they discover that strength and even passion can come from the unlikeliest places. For Caroline, it's an old friend, whose efforts to seduce her awaken desires that have been dormant for so long that she feels foreign to herself. For Jamie, it's a staggering new attraction that allows her to breathe again-and breathe deeply-for the first time in forever. A riveting novel from a master storyteller, Barbara Delinsky's Blueprints reminds us that sometimes love appears when we least expect it, and when we need it most. "
94, The Empty Throne (The Saxon Stories #8), Bernard Cornwell,9.78001E+12, English,302," September 16, 2014"," Historical Fiction, Fiction, Historical, Medieval, Fantasy, British Literature, War", 4.38 avg rating - 23.253 ratings,97,1, https://www.goodreads.com/book/show/21045103-the-empty-throne, https://www.goodreads.com/author/show/12542.Bernard_Cornwell, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1408716325i/21045103.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408716325i/21045103._SY75_.jpg," This eighth entry in New York Times bestselling author Bernard Cornwell's epic Saxon Tales series brings to life the harrowing and turbulent tale of a nation torn apart by sectarian and religious strife, a political struggle dominated by dynastic rivalries, and the remarkable strength that elevates some characters above their time. “My name is Uhtred. I am the son of Uhtred, who was the son of Uhtred . . . ”Britain, early tenth century AD: a time of change. There are new raids by the Vikings from Ireland, and turmoil among the Saxons over the leadership of Mercia. A younger generation is taking over. Æthelred, the ruler of Mercia, is dying, leaving no legitimate heir. The West Saxons want their king, but Uhtred has long supported Athelflaed, sister to King Edward of Wessex and widow of Aethelred. Widely loved and respected, Athelflaed has all the makings of a leader—but could Saxon warriors ever accept a woman as their ruler? The stage is set for rivals to fight for the empty throne. Uhtred is still suffering from the wounds he received in battle. To recover his strength he needs to find the sword that caused the injury, but lost amid the battle’s blood and mud, how could it be traced and who among the Vikings or Saxons might be holding it? In the end it is one champion, one hero, who will destroy the new Viking threat to Mercia and ultimately decide the fate of England. "
95, The Mime Order (The Bone Season #2), Samantha    Shannon,9.78141E+12, English,510," January 27, 2015"," Fantasy, Dystopia, Young Adult, Fiction, Paranormal, Science Fiction, Urban Fantasy", 4.20 avg rating - 28.639 ratings,96,1, https://www.goodreads.com/book/show/17901125-the-mime-order, https://www.goodreads.com/author/show/5830526.Samantha_Shannon, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1421696237i/17901125.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421696237i/17901125._SY75_.jpg," Paige Mahoney has escaped the brutal prison camp of Sheol I, but her problems have only just begun: many of the survivors are missing and she is the most wanted person in London. . . As Scion turns its all-seeing eye on the dreamwalker, the mime-lords and mime-queens of the city's gangs are invited to a rare meeting of the Unnatural Assembly. Jaxon Hall and his Seven Seals prepare to take centre stage, but there are bitter fault lines running through the clairvoyant community and dark secrets around every corner. Then the Rephaim begin crawling out from the shadows. Paige must keep moving, from Seven Dials to Grub Street to the secret catacombs of Camden, until the fate of the underworld can be decided. "
96, Double Fudge Brownie Murder (Hannah Swensen #18), Joanne Fluke,9.78076E+12, English,356," February 24, 2015"," Mystery, Cozy Mystery, Fiction, Audiobook, Romance, Mystery Thriller, Adult", 3.62 avg rating - 9.582 ratings,95,1, https://www.goodreads.com/book/show/22544406-double-fudge-brownie-murder, https://www.goodreads.com/author/show/18819.Joanne_Fluke, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1410758005i/22544406.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410758005i/22544406._SY75_.jpg," Hannah is nervous about the upcoming trial for her involvement in a tragic accident. She's eager to clear her name once and for all, but her troubles only double when she finds the judge bludgeoned to death with his own gavel and Hannah is the number one suspect. "
97, Leaving Berlin, Joseph Kanon,9.78147E+12, English,371," November 6, 2014"," Historical Fiction, Fiction, Thriller, Espionage, Mystery, Germany, Historical", 3.70 avg rating - 7.802 ratings,95,1, https://www.goodreads.com/book/show/21943244-leaving-berlin, https://www.goodreads.com/author/show/12984.Joseph_Kanon, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1422848738i/21943244.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1422848738i/21943244._SY75_.jpg," A sweeping spy thriller about a city caught between political idealism and the harsh realities of Soviet occupation. Berlin, 1948. Almost four years after the war’s end, the city is still in ruins, a physical wasteland and a political symbol about to rupture. In the West, a defiant, blockaded city is barely surviving on airlifted supplies in the East, the heady early days of political reconstruction are being undermined by the murky compromises of the Cold War. Espionage, like the black market, is a fact of life. Even culture has become a battleground, with German intellectuals being lured back from exile to add credibility to the competing sectors. Alex Meier, a young Jewish writer, fled the Nazis for America before the war. But the politics of his youth have now put him in the cross-hairs of the McCarthy witch-hunts. Faced with deportation and the loss of his family, he makes a desperate bargain with the fledgling CIA: he will earn his way back to America by acting as their agent in his native Berlin. But almost from the start things go fatally wrong. A kidnapping misfires, an East German agent is killed, and Alex finds himself a wanted man. Worse, he discovers his real assignment — to spy on the woman he left behind, the only woman he has ever loved. Changing sides in Berlin is as easy as crossing a sector border. But where do we draw the lines of our moral boundaries? At betrayal? Survival? Murder?Joseph Kanon’s compelling thriller is a love story that brilliantly brings a shadowy period of history vividly to life. "
98, Bahia de los Misterios, Roberto Ampuero, null," Spanish, Castilian",344," October 1, 2013", , 3.61 avg rating - 183 ratings,95,1, https://www.goodreads.com/book/show/18878443-bah-a-de-los-misterios, https://www.goodreads.com/author/show/38312.Roberto_Ampuero, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1385056006i/18878443.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385056006i/18878443._SY75_.jpg," Joe Pembroke, profesor del Voltaire College de Chicago y especialista en cultura precolombina, ha sido asesinado en el puerto de Valparaíso de una manera escalofriante: su cabeza fue encontrada en la concurrida calle Esmeralda, mientras que su cuerpo fue lanzado a un acantilado con una guadaña grabada con fuego en el pecho. En relación con el homicidio se abren una serie de posibilidades que abarcan desde una venganza por drogas hasta un asunto más secreto demasiado peligroso de investigar. Cayetano Brulé, el detective cubano asentado en Chile, acepta el caso pese a sus múltiples dificultades, y se embarca en una nueva aventura que lo llevará alrededor del mundo en la búsqueda de pistas que se remontan siglos atrás e involucran los cimientos de la civilización actual. Bahía de los misterios nos conducirá por nuevos e insospechados caminos de la narrativa policial. Una novela trepidante y exquisita que, literalmente, atrapa al lector. "
99, El arbol de la vida (Trilogia del Malamor #3), Jose Ignacio Valenzuela,9.78607E+12," Spanish, Castilian",406," November 1, 2013", , 4.03 avg rating - 352 ratings,93,1, https://www.goodreads.com/book/show/18218443-el-rbol-de-la-vida, https://www.goodreads.com/author/show/5009671.Jos_Ignacio_Valenzuela, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1378160901i/18218443.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1378160901i/18218443._SX50_.jpg," A veces para poder seguir viviendo, hay que morir y dejar atrás lo que uno fue. El tercer libro de la Trilogía del Malamor concluye las historias de Ángela, Rayen y del peculiar poblado de Almahue y sus desventurados pobladores, condenados a sufrir del hechizo del Malamor. Con el poblado destrozado por un devastador terremoto y Fabián en el fondo de la tierra, Ángela se adentrará en el subsuelo ya que ha decidido que aunque la vida se le vaya en intentar rescatar a su enamorado desde el fondo de la tierra, no va a permitir nunca más que la desgracia o el infortunio los separe. Quizá los tiempos han cambiado y aquel árbol en el centro de la plaza de Almahue, símbolo del malamor, ahora yace convertido en un cadáver de ramas y raíces tan secas como las arenas de un desierto. Aquello solo puede anunciar una transformación, el fin de una era. Ha llegado también el tiempo de las explicaciones y Rosa revelará algo de ese pasado que guarda celosamente: una nueva leyenda. Y Ángela deberá sacar fuerzas para enfrentarse a Rayén y al Decapitador en un viaje a través del tiempo y de la geografía chilena. "
100, The Iron King (The Iron Fey #1), Julie Kagawa,9.78037E+12, English,363," January 19, 2010"," Fantasy, Young Adult, Romance, Paranormal, Fae, Fairies, Urban Fantasy", 3.88 avg rating - 208.586 ratings,89,1, https://www.goodreads.com/book/show/6644117-the-iron-king, https://www.goodreads.com/author/show/2995873.Julie_Kagawa, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327877670i/6644117.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327877670i/6644117._SY75_.jpg," Meghan Chase has a secret destiny one she could never have imagined. Something has always felt slightly off in Meghan's life, ever since her father disappeared before her eyes when she was six. She has never quite fit in at school or at home. When a dark stranger begins watching her from afar, and her prankster best friend becomes strangely protective of her, Meghan senses that everything she's known is about to change. But she could never have guessed the truth - that she is the daughter of a mythical faery king and is a pawn in a deadly war. Now Meghan will learn just how far she'll go to save someone she cares about, to stop a mysterious evil, no faery creature dare face and to find love with a young prince who might rather see her dead than let her touch his icy heart. "
101, Piranha (Oregon Files #10), Clive Cussler,9.7804E+12, English,421," May 26, 2015"," Fiction, Adventure, Thriller, Action, Mystery, Audiobook, Suspense", 4.24 avg rating - 7.293 ratings,87,1, https://www.goodreads.com/book/show/23281922-piranha, https://www.goodreads.com/author/show/18411.Clive_Cussler, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1417984271i/23281922.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417984271i/23281922._SY75_.jpg," Juan Cabrillo and the crew of the Oregon return in the extraordinary new novel in the #1 New York Times–bestselling series by the grand master of adventure.  In 1902, the volcano Mt. Pelée erupts on the island of Martinique, wiping out an entire city of thirty thousand—and sinking a ship carrying a German scientist on the verge of an astonishing breakthrough. More than a century later, Juan Cabrillo will have to deal with that scientist’s legacy. During a covert operation, Cabrillo and the crew meticulously fake the sinking of the Oregon—but when an unknown adversary tracks them down despite their planning and attempts to assassinate them, Cabrillo and his team struggle to fight back against an enemy who seems to be able to anticipate their every move. They discover that a traitorous American weapons designer has completed the German scientist’s work, and now wields extraordinary power, sending the Oregon on a race against time to stop an attack that could lead to one man ruling over the largest empire the world has ever known. "
